Temperature (K),Pressure (MPa),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/kg),Enthalpy (kJ/kg),Entropy (J/g*K),Cv (J/g*K),Cp (J/g*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (Pa*s),Therm. Cond. (W/m*K),Phase
273.16,12.75,1006.2,0.00099385,0.19344,12.865,0.00056091,4.1602,4.1605,1422.9,-0.24024,0.0017645,0.56504,liquid
276.04,12.75,1006.2,0.00099386,12.161,24.833,0.044144,4.156,4.1563,1436.9,-0.23759,0.0016044,0.57174,liquid
278.92,12.75,1006.1,0.00099398,24.117,36.79,0.087238,4.1507,4.1531,1450.1,-0.23509,0.0014663,0.57808,liquid
281.79,12.75,1005.8,0.00099422,36.063,48.739,0.12986,4.1445,4.1506,1462.4,-0.23272,0.0013464,0.58411,liquid
284.67,12.75,1005.5,0.00099456,48.002,60.682,0.17203,4.1375,4.1489,1473.8,-0.23047,0.0012414,0.58984,liquid
287.55,12.75,1005,0.00099499,59.935,72.621,0.21375,4.1298,4.1476,1484.5,-0.22832,0.001149,0.59532,liquid
290.43,12.75,1004.5,0.00099552,71.864,84.557,0.25506,4.1215,4.1468,1494.5,-0.22626,0.0010672,0.60055,liquid
293.31,12.75,1003.9,0.00099613,83.791,96.491,0.29595,4.1126,4.1464,1503.8,-0.22428,0.00099432,0.60557,liquid
296.18,12.75,1003.2,0.00099681,95.715,108.42,0.33643,4.1032,4.1462,1512.4,-0.22236,0.00092917,0.61038,liquid
299.06,12.75,1002.4,0.00099758,107.64,120.36,0.37653,4.0932,4.1464,1520.3,-0.22051,0.00087063,0.61499,liquid
301.94,12.75,1001.6,0.00099842,119.56,132.29,0.41624,4.0828,4.1467,1527.7,-0.21871,0.00081782,0.61942,liquid
304.82,12.75,1000.7,0.00099932,131.49,144.23,0.45558,4.072,4.1472,1534.4,-0.21696,0.00077,0.62368,liquid
307.7,12.75,999.71,0.0010003,143.41,156.16,0.49456,4.0607,4.1479,1540.6,-0.21525,0.00072656,0.62777,liquid
310.57,12.75,998.67,0.0010013,155.34,168.1,0.53318,4.0491,4.1487,1546.2,-0.21358,0.00068696,0.63171,liquid
313.45,12.75,997.58,0.0010024,167.26,180.04,0.57145,4.0372,4.1496,1551.4,-0.21194,0.00065075,0.63548,liquid
316.33,12.75,996.42,0.0010036,179.19,191.99,0.60938,4.0249,4.1506,1556,-0.21034,0.00061756,0.63911,liquid
319.21,12.75,995.22,0.0010048,191.12,203.94,0.64698,4.0123,4.1516,1560.2,-0.20875,0.00058705,0.6426,liquid
322.09,12.75,993.96,0.0010061,203.06,215.89,0.68425,3.9995,4.1528,1563.9,-0.20719,0.00055894,0.64594,liquid
324.97,12.75,992.65,0.0010074,214.99,227.84,0.7212,3.9864,4.154,1567.1,-0.20565,0.00053297,0.64914,liquid
327.84,12.75,991.28,0.0010088,226.93,239.8,0.75783,3.9731,4.1553,1570,-0.20412,0.00050895,0.65221,liquid
330.72,12.75,989.88,0.0010102,238.88,251.76,0.79416,3.9596,4.1566,1572.4,-0.20261,0.00048666,0.65515,liquid
333.6,12.75,988.42,0.0010117,250.82,263.72,0.83018,3.9459,4.1581,1574.5,-0.20111,0.00046596,0.65796,liquid
336.48,12.75,986.92,0.0010133,262.77,275.69,0.86591,3.932,4.1596,1576.2,-0.19961,0.00044669,0.66064,liquid
339.36,12.75,985.37,0.0010148,274.73,287.67,0.90134,3.918,4.1612,1577.5,-0.19812,0.00042873,0.66319,liquid
342.23,12.75,983.78,0.0010165,286.68,299.64,0.93649,3.9039,4.1628,1578.5,-0.19663,0.00041195,0.66562,liquid
345.11,12.75,982.15,0.0010182,298.65,311.63,0.97136,3.8897,4.1646,1579.1,-0.19514,0.00039626,0.66793,liquid
347.99,12.75,980.47,0.0010199,310.61,323.62,1.006,3.8754,4.1664,1579.4,-0.19365,0.00038156,0.67011,liquid
350.87,12.75,978.76,0.0010217,322.58,335.61,1.0403,3.861,4.1684,1579.4,-0.19215,0.00036777,0.67218,liquid
353.75,12.75,977.01,0.0010235,334.56,347.61,1.0743,3.8466,4.1704,1579.1,-0.19065,0.00035483,0.67413,liquid
356.62,12.75,975.21,0.0010254,346.54,359.62,1.1081,3.8321,4.1726,1578.6,-0.18914,0.00034265,0.67596,liquid
359.5,12.75,973.38,0.0010273,358.53,371.63,1.1417,3.8176,4.1749,1577.7,-0.18762,0.00033119,0.67768,liquid
362.38,12.75,971.51,0.0010293,370.52,383.65,1.175,3.8031,4.1773,1576.5,-0.18609,0.00032038,0.67929,liquid
365.26,12.75,969.6,0.0010314,382.52,395.67,1.208,3.7886,4.1799,1575.1,-0.18454,0.00031018,0.68079,liquid
368.14,12.75,967.66,0.0010334,394.53,407.71,1.2409,3.7742,4.1825,1573.4,-0.18298,0.00030054,0.68217,liquid
371.01,12.75,965.68,0.0010355,406.55,419.75,1.2734,3.7597,4.1854,1571.5,-0.18141,0.00029143,0.68345,liquid
373.89,12.75,963.66,0.0010377,418.57,431.8,1.3058,3.7453,4.1883,1569.3,-0.17981,0.0002828,0.68462,liquid
376.77,12.75,961.61,0.0010399,430.6,443.86,1.3379,3.731,4.1915,1566.9,-0.17819,0.00027463,0.68569,liquid
379.65,12.75,959.52,0.0010422,442.64,455.93,1.3698,3.7167,4.1948,1564.2,-0.17656,0.00026687,0.68665,liquid
382.53,12.75,957.4,0.0010445,454.69,468,1.4015,3.7024,4.1983,1561.3,-0.17489,0.00025951,0.6875,liquid
385.4,12.75,955.24,0.0010469,466.75,480.09,1.433,3.6883,4.2019,1558.2,-0.17321,0.00025252,0.68826,liquid
388.28,12.75,953.05,0.0010493,478.81,492.19,1.4643,3.6742,4.2058,1554.9,-0.17149,0.00024586,0.68891,liquid
391.16,12.75,950.83,0.0010517,490.89,504.3,1.4954,3.6602,4.2098,1551.3,-0.16975,0.00023953,0.68946,liquid
394.04,12.75,948.57,0.0010542,502.98,516.42,1.5262,3.6463,4.214,1547.5,-0.16798,0.0002335,0.68992,liquid
396.92,12.75,946.27,0.0010568,515.08,528.56,1.5569,3.6325,4.2184,1543.6,-0.16617,0.00022775,0.69028,liquid
399.79,12.75,943.95,0.0010594,527.2,540.71,1.5874,3.6188,4.2231,1539.4,-0.16433,0.00022226,0.69054,liquid
402.67,12.75,941.59,0.001062,539.33,552.87,1.6177,3.6052,4.2279,1535,-0.16246,0.00021702,0.69071,liquid
405.55,12.75,939.19,0.0010647,551.47,565.04,1.6479,3.5917,4.233,1530.5,-0.16054,0.00021201,0.69079,liquid
408.43,12.75,936.76,0.0010675,563.62,577.23,1.6778,3.5783,4.2383,1525.7,-0.15859,0.00020722,0.69077,liquid
411.31,12.75,934.3,0.0010703,575.79,589.44,1.7076,3.5651,4.2438,1520.7,-0.1566,0.00020264,0.69066,liquid
414.19,12.75,931.81,0.0010732,587.98,601.66,1.7372,3.5519,4.2496,1515.6,-0.15457,0.00019825,0.69046,liquid
417.06,12.75,929.28,0.0010761,600.18,613.9,1.7666,3.5389,4.2556,1510.2,-0.15248,0.00019405,0.69017,liquid
419.94,12.75,926.72,0.0010791,612.4,626.16,1.7959,3.526,4.2619,1504.7,-0.15036,0.00019001,0.6898,liquid
422.82,12.75,924.12,0.0010821,624.63,638.43,1.8251,3.5132,4.2684,1499,-0.14818,0.00018615,0.68933,liquid
425.7,12.75,921.49,0.0010852,636.89,650.73,1.854,3.5006,4.2752,1493.2,-0.14595,0.00018243,0.68878,liquid
428.58,12.75,918.82,0.0010883,649.16,663.04,1.8829,3.4881,4.2823,1487.1,-0.14367,0.00017886,0.68815,liquid
431.45,12.75,916.12,0.0010916,661.46,675.38,1.9116,3.4757,4.2897,1480.9,-0.14133,0.00017543,0.68743,liquid
434.33,12.75,913.39,0.0010948,673.77,687.73,1.9401,3.4634,4.2973,1474.5,-0.13894,0.00017213,0.68662,liquid
437.21,12.75,910.62,0.0010982,686.11,700.11,1.9685,3.4513,4.3053,1467.9,-0.13648,0.00016895,0.68574,liquid
440.09,12.75,907.82,0.0011015,698.47,712.52,1.9968,3.4393,4.3136,1461.1,-0.13396,0.00016588,0.68503,liquid
442.97,12.75,904.97,0.001105,710.85,724.94,2.0249,3.4274,4.3222,1454.2,-0.13137,0.00016293,0.6841,liquid
445.84,12.75,902.1,0.0011085,723.26,737.39,2.053,3.4157,4.3311,1447.1,-0.12871,0.00016009,0.68306,liquid
448.72,12.75,899.18,0.0011121,735.69,749.87,2.0809,3.4041,4.3404,1439.9,-0.12598,0.00015734,0.68194,liquid
451.6,12.75,896.23,0.0011158,748.15,762.38,2.1086,3.3926,4.3501,1432.5,-0.12317,0.00015469,0.68073,liquid
454.48,12.75,893.25,0.0011195,760.64,774.91,2.1363,3.3813,4.3601,1424.9,-0.12028,0.00015212,0.67945,liquid
457.36,12.75,890.22,0.0011233,773.15,787.48,2.1639,3.3701,4.3705,1417.1,-0.11731,0.00014965,0.67808,liquid
460.23,12.75,887.16,0.0011272,785.7,800.07,2.1913,3.359,4.3813,1409.2,-0.11425,0.00014725,0.67663,liquid
463.11,12.75,884.05,0.0011312,798.27,812.7,2.2187,3.348,4.3925,1401.1,-0.1111,0.00014493,0.67511,liquid
465.99,12.75,880.91,0.0011352,810.88,825.35,2.2459,3.3372,4.4041,1392.8,-0.10786,0.00014268,0.67351,liquid
468.87,12.75,877.72,0.0011393,823.52,838.05,2.2731,3.3265,4.4162,1384.4,-0.10451,0.0001405,0.67183,liquid
471.75,12.75,874.5,0.0011435,836.2,850.78,2.3001,3.316,4.4287,1375.8,-0.10106,0.00013839,0.67008,liquid
474.62,12.75,871.23,0.0011478,848.91,863.54,2.3271,3.3056,4.4418,1367.1,-0.097504,0.00013634,0.66825,liquid
477.5,12.75,867.92,0.0011522,861.65,876.34,2.354,3.2953,4.4553,1358.2,-0.093829,0.00013435,0.66635,liquid
480.38,12.75,864.56,0.0011567,874.44,889.19,2.3808,3.2851,4.4694,1349.1,-0.090033,0.00013241,0.66437,liquid
483.26,12.75,861.16,0.0011612,887.26,902.07,2.4075,3.2751,4.484,1339.8,-0.086109,0.00013053,0.66233,liquid
486.14,12.75,857.72,0.0011659,900.13,915,2.4342,3.2652,4.4992,1330.4,-0.082051,0.0001287,0.6602,liquid
489.01,12.75,854.22,0.0011707,913.04,927.97,2.4608,3.2555,4.515,1320.8,-0.077853,0.00012692,0.65801,liquid
491.89,12.75,850.68,0.0011755,926,940.99,2.4874,3.2459,4.5314,1311,-0.073506,0.00012519,0.65574,liquid
494.77,12.75,847.09,0.0011805,939,954.05,2.5138,3.2364,4.5485,1301.1,-0.069002,0.0001235,0.6534,liquid
497.65,12.75,843.44,0.0011856,952.05,967.17,2.5403,3.227,4.5663,1291,-0.064333,0.00012185,0.65099,liquid
500.53,12.75,839.75,0.0011908,965.15,980.34,2.5667,3.2178,4.5848,1280.7,-0.05949,0.00012024,0.6485,liquid
503.41,12.75,836,0.0011962,978.31,993.56,2.593,3.2087,4.6041,1270.2,-0.054463,0.00011867,0.64594,liquid
506.28,12.75,832.19,0.0012016,991.52,1006.8,2.6193,3.1998,4.6243,1259.6,-0.049241,0.00011713,0.64331,liquid
509.16,12.75,828.33,0.0012072,1004.8,1020.2,2.6456,3.191,4.6453,1248.8,-0.043811,0.00011562,0.6406,liquid
512.04,12.75,824.41,0.001213,1018.1,1033.6,2.6718,3.1824,4.6673,1237.7,-0.038163,0.00011415,0.63782,liquid
514.92,12.75,820.42,0.0012189,1031.5,1047,2.6981,3.1739,4.6902,1226.5,-0.032282,0.00011271,0.63497,liquid
517.8,12.75,816.37,0.0012249,1045,1060.6,2.7243,3.1655,4.7142,1215.1,-0.026153,0.0001113,0.63204,liquid
520.67,12.75,812.26,0.0012311,1058.5,1074.2,2.7505,3.1573,4.7393,1203.5,-0.019759,0.00010991,0.62904,liquid
523.55,12.75,808.08,0.0012375,1072.1,1087.9,2.7767,3.1492,4.7656,1191.7,-0.013085,0.00010855,0.62596,liquid
526.43,12.75,803.82,0.0012441,1085.8,1101.6,2.8029,3.1414,4.7932,1179.7,-0.0061092,0.00010721,0.6228,liquid
529.31,12.75,799.49,0.0012508,1099.5,1115.5,2.8291,3.1336,4.8222,1167.4,0.0011884,0.0001059,0.61957,liquid
532.19,12.75,795.09,0.0012577,1113.3,1129.4,2.8553,3.1261,4.8527,1155,0.0088314,0.0001046,0.61626,liquid
535.06,12.75,790.6,0.0012649,1127.3,1143.4,2.8816,3.1187,4.8848,1142.3,0.016845,0.00010332,0.61287,liquid
537.94,12.75,786.03,0.0012722,1141.3,1157.5,2.9079,3.1115,4.9186,1129.3,0.025259,0.00010206,0.6094,liquid
540.82,12.75,781.37,0.0012798,1155.4,1171.7,2.9342,3.1045,4.9543,1116.2,0.034104,0.00010082,0.60585,liquid
543.7,12.75,776.61,0.0012876,1169.6,1186,2.9606,3.0977,4.9921,1102.7,0.043415,9.96E-05,0.60221,liquid
546.58,12.75,771.76,0.0012957,1183.9,1200.4,2.9871,3.0911,5.0321,1089,0.053231,9.84E-05,0.59849,liquid
549.45,12.75,766.8,0.0013041,1198.4,1215,3.0136,3.0847,5.0745,1075.1,0.063598,9.72E-05,0.59468,liquid
552.33,12.75,761.73,0.0013128,1212.9,1229.6,3.0402,3.0786,5.1197,1060.8,0.074563,9.60E-05,0.59078,liquid
555.21,12.75,756.55,0.0013218,1227.6,1244.5,3.0669,3.0727,5.1679,1046.2,0.086184,9.48E-05,0.58679,liquid
558.09,12.75,751.25,0.0013311,1242.4,1259.4,3.0938,3.0671,5.2194,1031.3,0.098524,9.36E-05,0.58271,liquid
560.97,12.75,745.81,0.0013408,1257.4,1274.5,3.1208,3.0618,5.2746,1016,0.11166,9.24E-05,0.57852,liquid
563.84,12.75,740.23,0.0013509,1272.5,1289.8,3.1479,3.0568,5.3339,1000.4,0.12566,9.13E-05,0.57423,liquid
566.72,12.75,734.5,0.0013615,1287.8,1305.2,3.1752,3.0521,5.3978,984.41,0.14064,9.01E-05,0.56984,liquid
569.6,12.75,728.6,0.0013725,1303.3,1320.8,3.2028,3.0478,5.4671,967.98,0.15671,8.89E-05,0.56533,liquid
572.48,12.75,722.53,0.001384,1319,1336.7,3.2305,3.0439,5.5424,951.1,0.17399,8.78E-05,0.56071,liquid
575.36,12.75,716.27,0.0013961,1334.9,1352.8,3.2585,3.0405,5.6246,933.74,0.19264,8.66E-05,0.55596,liquid
578.24,12.75,709.8,0.0014088,1351.1,1369.1,3.2868,3.0376,5.7148,915.84,0.21285,8.54E-05,0.55109,liquid
581.11,12.75,703.1,0.0014223,1367.5,1385.7,3.3154,3.0353,5.8144,897.36,0.23483,8.42E-05,0.54607,liquid
583.99,12.75,696.14,0.0014365,1384.2,1402.5,3.3444,3.0337,5.925,878.25,0.25886,8.30E-05,0.5409,liquid
586.87,12.75,688.9,0.0014516,1401.3,1419.8,3.3738,3.0329,6.0488,858.42,0.28527,8.18E-05,0.53557,liquid
589.75,12.75,681.34,0.0014677,1418.7,1437.4,3.4038,3.0329,6.1887,837.79,0.31448,8.06E-05,0.53006,liquid
592.63,12.75,673.41,0.001485,1436.5,1455.4,3.4343,3.0341,6.3482,816.25,0.34701,7.93E-05,0.52435,liquid
595.5,12.75,665.07,0.0015036,1454.8,1473.9,3.4654,3.0367,6.5326,793.65,0.38357,7.80E-05,0.51844,liquid
598.38,12.75,656.25,0.0015238,1473.6,1493,3.4975,3.0409,6.7488,769.83,0.42506,7.67E-05,0.51228,liquid
601.26,12.75,646.84,0.001546,1493.1,1512.8,3.5304,3.0472,7.0075,744.51,0.4728,7.53E-05,0.50585,liquid
602.5,12.75,642.6,0.0015562,1501.7,1521.6,3.5449,3.0508,7.1352,733.1,0.49564,7.47E-05,0.503,liquid
602.5,12.75,76.15,0.013132,2501.1,2668.6,5.4487,3.3653,9.6274,454.5,8.4957,2.15E-05,0.096854,vapor
604.14,12.75,74.724,0.013383,2513.2,2683.8,5.474,3.2682,8.9621,459.74,8.4826,2.15E-05,0.094412,vapor
607.02,12.75,72.522,0.013789,2532.4,2708.2,5.5143,3.1295,8.0702,467.94,8.4458,2.17E-05,0.091042,vapor
609.89,12.75,70.608,0.014163,2549.9,2730.5,5.5508,3.0184,7.403,475.21,8.3968,2.18E-05,0.088451,vapor
612.77,12.75,68.913,0.014511,2566,2751,5.5844,2.926,6.8798,481.8,8.3396,2.19E-05,0.086382,vapor
615.65,12.75,67.389,0.014839,2581,2770.2,5.6156,2.8469,6.4554,487.86,8.2767,2.21E-05,0.084685,vapor
618.53,12.75,66.005,0.01515,2595.1,2788.2,5.6449,2.7779,6.1023,493.49,8.2097,2.22E-05,0.083268,vapor
621.41,12.75,64.737,0.015447,2608.4,2805.3,5.6725,2.7167,5.8027,498.76,8.1398,2.23E-05,0.082066,vapor
624.28,12.75,63.566,0.015732,2621.1,2821.7,5.6987,2.6618,5.5444,503.74,8.0678,2.25E-05,0.081036,vapor
627.16,12.75,62.48,0.016005,2633.2,2837.3,5.7237,2.612,5.3189,508.47,7.9943,2.26E-05,0.080146,vapor
630.04,12.75,61.466,0.016269,2644.9,2852.3,5.7476,2.5666,5.1201,512.97,7.9196,2.27E-05,0.079372,vapor
632.92,12.75,60.516,0.016525,2656.1,2866.8,5.7705,2.5249,4.9432,517.27,7.8442,2.29E-05,0.078696,vapor
635.8,12.75,59.622,0.016772,2666.9,2880.8,5.7926,2.4864,4.7846,521.4,7.7682,2.30E-05,0.078104,vapor
638.67,12.75,58.778,0.017013,2677.4,2894.3,5.8138,2.4507,4.6416,525.38,7.6919,2.31E-05,0.077583,vapor
641.55,12.75,57.979,0.017248,2687.6,2907.5,5.8344,2.4176,4.5118,529.21,7.6154,2.33E-05,0.077126,vapor
644.43,12.75,57.22,0.017476,2697.5,2920.3,5.8543,2.3868,4.3936,532.91,7.5388,2.34E-05,0.076724,vapor
647.31,12.75,56.498,0.0177,2707.1,2932.8,5.8737,2.3579,4.2853,536.5,7.4623,2.36E-05,0.076371,vapor
650.19,12.75,55.809,0.017918,2716.5,2945,5.8925,2.331,4.1859,539.97,7.386,2.37E-05,0.076061,vapor
653.06,12.75,55.151,0.018132,2725.7,2956.9,5.9107,2.3057,4.0942,543.35,7.3099,2.38E-05,0.075791,vapor
655.94,12.75,54.52,0.018342,2734.7,2968.6,5.9286,2.2819,4.0094,546.63,7.2341,2.40E-05,0.075557,vapor
658.82,12.75,53.915,0.018548,2743.5,2980,5.9459,2.2596,3.9308,549.82,7.1587,2.41E-05,0.075355,vapor
661.7,12.75,53.334,0.01875,2752.1,2991.2,5.9629,2.2386,3.8577,552.93,7.0837,2.42E-05,0.075182,vapor
664.58,12.75,52.774,0.018949,2760.6,3002.2,5.9795,2.2187,3.7896,555.97,7.0092,2.44E-05,0.075037,vapor
667.46,12.75,52.235,0.019144,2768.9,3013,5.9957,2.2,3.726,558.94,6.9352,2.45E-05,0.074916,vapor
670.33,12.75,51.715,0.019337,2777.1,3023.7,6.0116,2.1824,3.6665,561.84,6.8618,2.46E-05,0.074818,vapor
673.21,12.75,51.213,0.019526,2785.2,3034.1,6.0272,2.1657,3.6107,564.68,6.7889,2.48E-05,0.074741,vapor
676.09,12.75,50.727,0.019713,2793.1,3044.4,6.0425,2.1499,3.5583,567.45,6.7167,2.49E-05,0.074685,vapor
678.97,12.75,50.257,0.019898,2800.9,3054.6,6.0575,2.1349,3.5091,570.18,6.6451,2.50E-05,0.074646,vapor
681.85,12.75,49.802,0.02008,2808.6,3064.6,6.0723,2.1207,3.4627,572.84,6.5742,2.52E-05,0.074625,vapor
684.72,12.75,49.36,0.020259,2816.2,3074.5,6.0868,2.1073,3.4189,575.46,6.5039,2.53E-05,0.07462,vapor
687.6,12.75,48.931,0.020437,2823.8,3084.3,6.101,2.0946,3.3776,578.03,6.4344,2.54E-05,0.07463,vapor
690.48,12.75,48.514,0.020612,2831.2,3094,6.115,2.0825,3.3385,580.56,6.3656,2.55E-05,0.074654,vapor
693.36,12.75,48.109,0.020786,2838.5,3103.5,6.1289,2.071,3.3015,583.04,6.2975,2.57E-05,0.074692,vapor
696.24,12.75,47.715,0.020958,2845.8,3113,6.1425,2.0601,3.2664,585.48,6.2301,2.58E-05,0.074742,vapor
699.11,12.75,47.332,0.021127,2853,3122.3,6.1559,2.0497,3.2331,587.88,6.1635,2.59E-05,0.074805,vapor
701.99,12.75,46.958,0.021296,2860.1,3131.6,6.1691,2.0399,3.2016,590.25,6.0976,2.61E-05,0.074879,vapor
704.87,12.75,46.594,0.021462,2867.1,3140.8,6.1821,2.0305,3.1715,592.57,6.0325,2.62E-05,0.074963,vapor
707.75,12.75,46.238,0.021627,2874.1,3149.9,6.195,2.0216,3.143,594.87,5.9681,2.63E-05,0.075058,vapor
710.63,12.75,45.891,0.021791,2881,3158.9,6.2077,2.0131,3.1158,597.13,5.9045,2.65E-05,0.075163,vapor
713.5,12.75,45.552,0.021953,2887.9,3167.8,6.2202,2.0051,3.0899,599.36,5.8416,2.66E-05,0.075277,vapor
716.38,12.75,45.221,0.022113,2894.7,3176.7,6.2326,1.9974,3.0652,601.56,5.7795,2.67E-05,0.075401,vapor
719.26,12.75,44.898,0.022273,2901.5,3185.4,6.2449,1.9901,3.0416,603.73,5.7182,2.68E-05,0.075532,vapor
722.14,12.75,44.581,0.022431,2908.2,3194.2,6.257,1.9831,3.0191,605.87,5.6576,2.70E-05,0.075672,vapor
725.02,12.75,44.272,0.022588,2914.8,3202.8,6.2689,1.9765,2.9976,607.98,5.5978,2.71E-05,0.07582,vapor
727.89,12.75,43.969,0.022743,2921.4,3211.4,6.2808,1.9702,2.9771,610.07,5.5387,2.72E-05,0.075975,vapor
730.77,12.75,43.672,0.022898,2928,3220,6.2925,1.9642,2.9574,612.13,5.4804,2.73E-05,0.076138,vapor
733.65,12.75,43.381,0.023051,2934.5,3228.4,6.3041,1.9585,2.9386,614.17,5.4228,2.75E-05,0.076307,vapor
736.53,12.75,43.096,0.023204,2941,3236.9,6.3155,1.953,2.9206,616.19,5.3659,2.76E-05,0.076483,vapor
739.41,12.75,42.817,0.023355,2947.5,3245.3,6.3269,1.9478,2.9034,618.18,5.3097,2.77E-05,0.076666,vapor
742.28,12.75,42.543,0.023506,2953.9,3253.6,6.3381,1.9429,2.8868,620.15,5.2543,2.78E-05,0.076855,vapor
745.16,12.75,42.274,0.023655,2960.3,3261.9,6.3493,1.9382,2.871,622.1,5.1996,2.80E-05,0.077049,vapor
748.04,12.75,42.01,0.023804,2966.6,3270.1,6.3603,1.9337,2.8558,624.04,5.1456,2.81E-05,0.07725,vapor
750.92,12.75,41.751,0.023951,2972.9,3278.3,6.3712,1.9294,2.8412,625.95,5.0923,2.82E-05,0.077456,vapor
753.8,12.75,41.497,0.024098,2979.2,3286.5,6.3821,1.9254,2.8271,627.84,5.0397,2.83E-05,0.077667,vapor
756.68,12.75,41.247,0.024244,2985.5,3294.6,6.3928,1.9215,2.8137,629.71,4.9878,2.85E-05,0.077884,vapor
759.55,12.75,41.001,0.02439,2991.7,3302.7,6.4035,1.9179,2.8007,631.57,4.9365,2.86E-05,0.078106,vapor
762.43,12.75,40.76,0.024534,2997.9,3310.7,6.4141,1.9144,2.7883,633.4,4.8859,2.87E-05,0.078333,vapor
765.31,12.75,40.523,0.024678,3004.1,3318.7,6.4245,1.9111,2.7763,635.22,4.836,2.88E-05,0.078564,vapor
768.19,12.75,40.289,0.024821,3010.2,3326.7,6.4349,1.9079,2.7648,637.03,4.7867,2.90E-05,0.0788,vapor
771.07,12.75,40.06,0.024963,3016.4,3334.6,6.4453,1.9049,2.7538,638.82,4.7381,2.91E-05,0.07904,vapor
773.94,12.75,39.834,0.025104,3022.5,3342.5,6.4555,1.9021,2.7431,640.59,4.6901,2.92E-05,0.079285,vapor
776.82,12.75,39.612,0.025245,3028.5,3350.4,6.4657,1.8994,2.7329,642.35,4.6427,2.93E-05,0.079534,vapor
779.7,12.75,39.393,0.025385,3034.6,3358.3,6.4758,1.8969,2.723,644.09,4.596,2.95E-05,0.079787,vapor
782.58,12.75,39.177,0.025525,3040.7,3366.1,6.4858,1.8945,2.7135,645.82,4.5498,2.96E-05,0.080044,vapor
785.46,12.75,38.965,0.025664,3046.7,3373.9,6.4957,1.8922,2.7044,647.54,4.5043,2.97E-05,0.080304,vapor
788.33,12.75,38.756,0.025802,3052.7,3381.7,6.5056,1.89,2.6956,649.24,4.4594,2.98E-05,0.080569,vapor
791.21,12.75,38.55,0.02594,3058.7,3389.4,6.5154,1.888,2.6871,650.92,4.415,2.99E-05,0.080837,vapor
794.09,12.75,38.347,0.026077,3064.6,3397.1,6.5251,1.8861,2.6789,652.6,4.3712,3.01E-05,0.081108,vapor
796.97,12.75,38.148,0.026214,3070.6,3404.8,6.5348,1.8842,2.671,654.26,4.328,3.02E-05,0.081383,vapor
799.85,12.75,37.95,0.02635,3076.5,3412.5,6.5444,1.8825,2.6634,655.91,4.2853,3.03E-05,0.081662,vapor
802.72,12.75,37.756,0.026486,3082.5,3420.2,6.554,1.8809,2.6561,657.55,4.2432,3.04E-05,0.081943,vapor
805.6,12.75,37.564,0.026621,3088.4,3427.8,6.5635,1.8794,2.649,659.18,4.2017,3.05E-05,0.082228,vapor
808.48,12.75,37.375,0.026756,3094.3,3435.4,6.5729,1.878,2.6422,660.79,4.1606,3.07E-05,0.082516,vapor
811.36,12.75,37.189,0.02689,3100.2,3443,6.5823,1.8767,2.6356,662.4,4.1201,3.08E-05,0.082807,vapor
814.24,12.75,37.005,0.027023,3106,3450.6,6.5916,1.8755,2.6293,663.99,4.0801,3.09E-05,0.083101,vapor
817.11,12.75,36.824,0.027157,3111.9,3458.1,6.6009,1.8744,2.6232,665.57,4.0407,3.10E-05,0.083397,vapor
819.99,12.75,36.644,0.027289,3117.7,3465.7,6.6101,1.8733,2.6173,667.15,4.0017,3.11E-05,0.083697,vapor
822.87,12.75,36.468,0.027422,3123.6,3473.2,6.6192,1.8724,2.6116,668.71,3.9632,3.13E-05,0.083999,vapor
825.75,12.75,36.293,0.027554,3129.4,3480.7,6.6284,1.8715,2.6061,670.26,3.9252,3.14E-05,0.084304,vapor
828.63,12.75,36.121,0.027685,3135.2,3488.2,6.6374,1.8706,2.6008,671.8,3.8877,3.15E-05,0.084611,vapor
831.5,12.75,35.95,0.027816,3141,3495.7,6.6464,1.8699,2.5957,673.34,3.8507,3.16E-05,0.084922,vapor
